filename,width,height,class,xmin,ymin,xmax,ymax
02344.jpeg,128,128,BMP2,47,53,90,94
01895.jpeg,177,178,D7,57,50,117,117
00553.jpeg,172,173,T62,50,56,118,116
01881.jpeg,177,178,D7,51,60,115,117
00547.jpeg,172,173,T62,51,60,118,118
01659.jpeg,177,178,D7,51,60,123,113
02350.jpeg,128,128,BMP2,43,53,84,94
02436.jpeg,128,128,BMP2,37,43,92,90
00221.jpeg,128,128,BTR60,41,37,82,96
01117.jpeg,128,129,BRDM_2,48,46,93,86
00209.jpeg,128,128,BTR60,33,41,90,84
01671.jpeg,177,178,D7,53,54,117,117
02378.jpeg,128,128,BMP2,35,39,88,90
01665.jpeg,177,178,D7,53,54,115,117
01103.jpeg,128,129,BRDM_2,38,50,81,92
02185.jpeg,158,158,2S1,44,60,113,103
00792.jpeg,158,158,ZSU_23_4,52,50,103,113
00786.jpeg,158,158,ZSU_23_4,52,56,107,107
01498.jpeg,128,128,BTR70,35,43,94,86
02191.jpeg,158,158,2S1,48,48,105,107
00976.jpeg,158,158,ZSU_23_4,50,52,107,111
00962.jpeg,158,158,ZSU_23_4,44,52,109,101
00989.jpeg,158,158,ZSU_23_4,54,52,111,111
00751.jpeg,128,128,T72,29,45,92,86
02146.jpeg,158,158,2S1,42,56,113,105
02620.jpeg,192,193,ZIL131,65,62,124,130
00037.jpeg,128,128,BTR60,41,51,82,96
01329.jpeg,128,129,BRDM_2,34,40,91,86
00023.jpeg,128,128,BTR60,33,37,90,84
02634.jpeg,192,193,ZIL131,50,70,132,126
02152.jpeg,158,158,2S1,46,56,115,111
00745.jpeg,128,128,T72,35,41,90,96
01473.jpeg,128,128,BTR70,37,41,90,90
01315.jpeg,128,129,BRDM_2,48,50,89,90
02608.jpeg,192,193,ZIL131,57,66,132,128
01301.jpeg,128,129,BRDM_2,34,48,91,90
01467.jpeg,128,128,BTR70,31,39,92,88
00779.jpeg,128,128,T72,37,41,88,96
01300.jpeg,128,129,BRDM_2,42,52,85,92
02609.jpeg,192,193,ZIL131,59,64,130,130
00778.jpeg,128,128,T72,45,47,90,94
01466.jpeg,128,128,BTR70,47,55,88,92
01472.jpeg,128,128,BTR70,33,45,94,90
01314.jpeg,128,129,BRDM_2,36,42,87,92
02635.jpeg,192,193,ZIL131,57,70,135,122
00022.jpeg,128,128,BTR60,35,43,92,90
00744.jpeg,128,128,T72,43,47,86,94
02153.jpeg,158,158,2S1,54,56,101,113
02147.jpeg,158,158,2S1,60,68,109,113
00750.jpeg,128,128,T72,31,45,92,88
00988.jpeg,158,158,ZSU_23_4,50,50,109,107
01328.jpeg,128,129,BRDM_2,36,44,93,82
00036.jpeg,128,128,BTR60,33,39,94,80
02621.jpeg,192,193,ZIL131,61,64,126,130
00963.jpeg,158,158,ZSU_23_4,50,48,107,107
00977.jpeg,158,158,ZSU_23_4,44,56,109,109
02190.jpeg,158,158,2S1,42,56,113,107
01499.jpeg,128,128,BTR70,45,59,84,96
00787.jpeg,158,158,ZSU_23_4,46,56,111,103
00793.jpeg,158,158,ZSU_23_4,48,52,109,105
02184.jpeg,158,158,2S1,48,50,109,109
01664.jpeg,177,178,D7,49,60,119,115
01102.jpeg,128,129,BRDM_2,36,36,91,88
00208.jpeg,128,128,BTR60,35,41,94,80
01116.jpeg,128,129,BRDM_2,32,50,89,88
02379.jpeg,128,128,BMP2,35,41,78,90
01670.jpeg,177,178,D7,57,60,123,115
02351.jpeg,128,128,BMP2,43,53,84,96
01658.jpeg,177,178,D7,59,58,115,117
00546.jpeg,172,173,T62,50,52,120,114
01880.jpeg,177,178,D7,53,54,117,117
00220.jpeg,128,128,BTR60,33,39,92,86
02437.jpeg,128,128,BMP2,31,49,92,88
02423.jpeg,128,128,BMP2,49,51,92,90
00234.jpeg,128,128,BTR60,37,37,86,90
00552.jpeg,172,173,T62,50,60,121,112
01894.jpeg,177,178,D7,59,58,115,117
02345.jpeg,128,128,BMP2,33,49,96,88
00585.jpeg,128,128,T72,43,49,86,94
01843.jpeg,177,178,D7,57,58,115,121
02392.jpeg,128,128,BMP2,35,45,92,84
02386.jpeg,128,128,BMP2,39,49,84,94
00591.jpeg,128,128,T72,39,39,96,92
01857.jpeg,177,178,D7,51,60,117,119
01710.jpeg,177,178,D7,57,58,117,113
02219.jpeg,128,128,BMP2,35,45,90,90
01076.jpeg,158,158,ZSU_23_4,44,58,109,107
00368.jpeg,172,173,T62,55,50,118,118
01062.jpeg,158,158,ZSU_23_4,46,58,111,109
01704.jpeg,177,178,D7,57,58,119,117
02225.jpeg,128,128,BMP2,41,47,82,94
00432.jpeg,172,173,T62,53,50,116,120
00354.jpeg,172,173,T62,50,60,118,118
02543.jpeg,192,193,ZIL131,63,72,122,132
02557.jpeg,192,193,ZIL131,63,74,120,132
00340.jpeg,172,173,T62,38,58,123,110
00426.jpeg,172,173,T62,53,50,116,118
01738.jpeg,177,178,D7,57,62,123,117
02231.jpeg,128,128,BMP2,39,43,90,98
01937.jpeg,158,158,2S1,44,52,109,107
02580.jpeg,192,193,ZIL131,56,64,132,128
00397.jpeg,172,173,T62,57,64,112,118
01089.jpeg,128,129,BRDM_2,34,42,93,90
00383.jpeg,172,173,T62,50,62,118,118
02594.jpeg,192,193,ZIL131,57,74,120,134
01923.jpeg,158,158,2S1,44,54,107,105
01274.jpeg,128,129,BRDM_2,30,50,89,88
01512.jpeg,128,128,BTR70,31,45,92,84
01506.jpeg,128,128,BTR70,31,41,92,90
00618.jpeg,128,128,T72,37,37,92,92
01260.jpeg,128,129,BRDM_2,42,40,85,90
02741.jpeg,192,193,ZIL131,61,64,128,130
00156.jpeg,128,128,BTR60,35,43,94,86
01248.jpeg,128,129,BRDM_2,36,38,87,86
00630.jpeg,128,128,T72,35,45,90,96
02027.jpeg,158,158,2S1,44,56,113,109
02033.jpeg,158,158,2S1,46,40,107,109
00624.jpeg,128,128,T72,35,45,98,88
00142.jpeg,128,128,BTR60,37,43,94,90
00817.jpeg,158,158,ZSU_23_4,50,50,109,109
00803.jpeg,158,158,ZSU_23_4,48,50,111,107
00195.jpeg,128,128,BTR60,39,35,86,86
00181.jpeg,128,128,BTR60,39,43,88,92
00829.jpeg,158,158,ZSU_23_4,54,50,103,111
00197.jpeg,128,128,BTR60,33,41,94,82
01289.jpeg,128,129,BRDM_2,38,50,79,86
00183.jpeg,128,128,BTR60,47,53,88,96
00815.jpeg,158,158,ZSU_23_4,48,54,109,107
00801.jpeg,158,158,ZSU_23_4,52,52,105,107
02025.jpeg,158,158,2S1,42,60,113,105
00632.jpeg,128,128,T72,41,45,82,94
00154.jpeg,128,128,BTR60,35,41,88,90
02743.jpeg,192,193,ZIL131,54,70,132,126
00140.jpeg,128,128,BTR60,37,35,86,88
00626.jpeg,128,128,T72,33,47,98,88
01538.jpeg,128,128,BTR70,31,51,92,90
02031.jpeg,158,158,2S1,46,54,115,109
01510.jpeg,128,128,BTR70,31,47,92,86
02019.jpeg,158,158,2S1,46,52,109,111
01276.jpeg,128,129,BRDM_2,40,48,79,88
00168.jpeg,128,128,BTR60,37,35,86,88
01262.jpeg,128,129,BRDM_2,38,54,79,92
01504.jpeg,128,128,BTR70,33,43,94,84
00395.jpeg,172,173,T62,50,58,118,112
02582.jpeg,192,193,ZIL131,54,72,132,126
01935.jpeg,158,158,2S1,54,48,111,109
01921.jpeg,158,158,2S1,52,64,101,111
02596.jpeg,192,193,ZIL131,56,66,134,122
00381.jpeg,172,173,T62,59,56,118,120
01909.jpeg,177,178,D7,61,58,115,121
02541.jpeg,192,193,ZIL131,59,60,126,130
00356.jpeg,172,173,T62,55,66,110,118
01048.jpeg,158,158,ZSU_23_4,50,46,105,111
00430.jpeg,172,173,T62,50,58,121,112
02227.jpeg,128,128,BMP2,35,43,92,92
02233.jpeg,128,128,BMP2,41,47,82,94
00424.jpeg,172,173,T62,53,52,118,120
00342.jpeg,172,173,T62,51,54,118,118
02555.jpeg,192,193,ZIL131,59,62,130,132
01074.jpeg,158,158,ZSU_23_4,50,50,109,109
01712.jpeg,177,178,D7,59,50,115,117
01706.jpeg,177,178,D7,59,58,123,117
00418.jpeg,172,173,T62,55,50,116,118
02569.jpeg,192,193,ZIL131,57,66,137,122
01060.jpeg,158,158,ZSU_23_4,46,54,111,103
02390.jpeg,128,128,BMP2,39,45,90,88
01699.jpeg,177,178,D7,59,58,115,117
01841.jpeg,177,178,D7,47,56,117,113
00587.jpeg,128,128,T72,31,49,96,90
01855.jpeg,177,178,D7,57,58,111,115
00593.jpeg,128,128,T72,39,39,94,94
02384.jpeg,128,128,BMP2,37,41,92,96
01869.jpeg,177,178,D7,55,52,115,117
02435.jpeg,128,128,BMP2,35,49,94,86
00222.jpeg,128,128,BTR60,35,43,94,92
01882.jpeg,177,178,D7,59,54,117,119
00544.jpeg,172,173,T62,53,50,116,118
02353.jpeg,128,128,BMP2,35,47,94,88
02347.jpeg,128,128,BMP2,37,39,90,92
01896.jpeg,177,178,D7,59,58,123,115
00550.jpeg,172,173,T62,50,56,116,114
01128.jpeg,128,129,BRDM_2,32,50,75,90
00236.jpeg,128,128,BTR60,33,41,88,92
02421.jpeg,128,128,BMP2,33,45,92,84
01100.jpeg,128,129,BRDM_2,36,50,81,92
02409.jpeg,128,128,BMP2,39,43,90,92
00578.jpeg,128,128,T72,29,45,92,86
01666.jpeg,177,178,D7,55,58,123,113
01672.jpeg,177,178,D7,55,56,113,119
01114.jpeg,128,129,BRDM_2,36,38,91,88
00785.jpeg,128,128,T72,29,45,92,86
02192.jpeg,158,158,2S1,46,64,101,113
02186.jpeg,158,158,2S1,46,56,111,103
00791.jpeg,158,158,ZSU_23_4,42,60,109,107
00949.jpeg,158,158,ZSU_23_4,54,58,109,107
00961.jpeg,158,158,ZSU_23_4,52,48,107,109
00975.jpeg,158,158,ZSU_23_4,46,54,109,103
02151.jpeg,158,158,2S1,50,52,111,109
01458.jpeg,128,128,BTR70,33,35,92,90
00746.jpeg,128,128,T72,39,47,110,88
00020.jpeg,128,128,BTR60,33,45,96,84
02637.jpeg,192,193,ZIL131,59,60,130,130
02623.jpeg,192,193,ZIL131,63,62,128,128
00034.jpeg,128,128,BTR60,35,43,96,90
00752.jpeg,128,128,T72,39,45,82,94
02145.jpeg,158,158,2S1,48,54,115,105
01464.jpeg,128,128,BTR70,37,57,82,96
01302.jpeg,128,129,BRDM_2,34,44,87,94
00008.jpeg,128,128,BTR60,33,39,92,80
01316.jpeg,128,129,BRDM_2,40,48,81,92
02179.jpeg,158,158,2S1,42,60,109,103
01470.jpeg,128,128,BTR70,45,55,86,92
01317.jpeg,128,129,BRDM_2,36,48,85,90
00009.jpeg,128,128,BTR60,37,39,88,84
01471.jpeg,128,128,BTR70,33,39,94,88
02178.jpeg,158,158,2S1,52,44,105,111
01465.jpeg,128,128,BTR70,27,41,94,86
01303.jpeg,128,129,BRDM_2,42,44,89,90
00035.jpeg,128,128,BTR60,31,45,92,86
02622.jpeg,192,193,ZIL131,61,62,128,130
02144.jpeg,158,158,2S1,46,58,111,105
00753.jpeg,128,128,T72,33,39,88,92
00747.jpeg,128,128,T72,31,41,92,84
01459.jpeg,128,128,BTR70,33,51,76,88
02150.jpeg,158,158,2S1,46,46,109,109
02636.jpeg,192,193,ZIL131,56,68,132,128
00021.jpeg,128,128,BTR60,33,45,94,84
00974.jpeg,158,158,ZSU_23_4,44,54,111,103
00960.jpeg,158,158,ZSU_23_4,50,48,105,109
00948.jpeg,158,158,ZSU_23_4,50,50,107,111
00790.jpeg,158,158,ZSU_23_4,50,50,109,109
02187.jpeg,158,158,2S1,42,58,113,105
02193.jpeg,158,158,2S1,52,48,111,109
00784.jpeg,128,128,T72,39,45,86,96
01673.jpeg,177,178,D7,55,62,119,117
01115.jpeg,128,129,BRDM_2,36,38,89,88
02408.jpeg,128,128,BMP2,37,43,90,96
01101.jpeg,128,129,BRDM_2,36,38,85,90
01667.jpeg,177,178,D7,51,58,117,117
00579.jpeg,128,128,T72,33,47,94,92
00551.jpeg,172,173,T62,42,62,120,116
01897.jpeg,177,178,D7,49,56,119,113
02346.jpeg,128,128,BMP2,39,37,88,86
02420.jpeg,128,128,BMP2,33,47,92,86
00237.jpeg,128,128,BTR60,37,43,94,86
01129.jpeg,128,129,BRDM_2,46,52,87,92
00223.jpeg,128,128,BTR60,37,41,90,94
02434.jpeg,128,128,BMP2,39,43,90,88
02352.jpeg,128,128,BMP2,39,43,92,90
00545.jpeg,172,173,T62,53,52,114,120
01883.jpeg,177,178,D7,57,56,115,119
01868.jpeg,177,178,D7,59,56,119,121
02385.jpeg,128,128,BMP2,37,43,90,96
00592.jpeg,128,128,T72,35,45,96,88
01854.jpeg,177,178,D7,55,52,117,117
00586.jpeg,128,128,T72,33,47,86,90
01840.jpeg,177,178,D7,55,62,123,117
01698.jpeg,177,178,D7,55,58,119,117
02391.jpeg,128,128,BMP2,39,37,86,84
00419.jpeg,172,173,T62,50,60,121,118
01707.jpeg,177,178,D7,57,58,123,115
01061.jpeg,158,158,ZSU_23_4,52,46,105,109
02568.jpeg,192,193,ZIL131,59,70,128,128
01075.jpeg,158,158,ZSU_23_4,48,50,109,107
01713.jpeg,177,178,D7,51,62,115,119
00425.jpeg,172,173,T62,48,64,120,116
02232.jpeg,128,128,BMP2,39,37,84,94
02554.jpeg,192,193,ZIL131,63,60,128,134
00343.jpeg,172,173,T62,55,54,114,120
01049.jpeg,158,158,ZSU_23_4,48,52,111,107
00357.jpeg,172,173,T62,59,66,112,118
02540.jpeg,192,193,ZIL131,52,72,132,124
02226.jpeg,128,128,BMP2,31,45,92,86
00431.jpeg,172,173,T62,53,50,114,120
01908.jpeg,177,178,D7,59,58,115,119
01920.jpeg,158,158,2S1,52,40,109,111
00380.jpeg,172,173,T62,50,56,118,118
02597.jpeg,192,193,ZIL131,61,66,132,124
02583.jpeg,192,193,ZIL131,63,60,126,130
00394.jpeg,172,173,T62,51,54,116,118
01934.jpeg,158,158,2S1,54,54,105,115
01263.jpeg,128,129,BRDM_2,32,50,103,88
01505.jpeg,128,128,BTR70,33,45,92,84
02018.jpeg,158,158,2S1,46,50,113,113
01511.jpeg,128,128,BTR70,35,41,94,88
00169.jpeg,128,128,BTR60,33,43,94,86
01277.jpeg,128,129,BRDM_2,30,50,87,88
00141.jpeg,128,128,BTR60,35,43,94,88
02030.jpeg,158,158,2S1,44,58,109,103
01539.jpeg,128,128,BTR70,35,37,88,90
00627.jpeg,128,128,T72,33,49,90,92
00633.jpeg,128,128,T72,41,45,86,92
02024.jpeg,158,158,2S1,50,46,107,111
02742.jpeg,192,193,ZIL131,54,70,130,124
00155.jpeg,128,128,BTR60,35,43,94,84
00800.jpeg,158,158,ZSU_23_4,48,56,111,107
00814.jpeg,158,158,ZSU_23_4,46,52,111,107
00182.jpeg,128,128,BTR60,39,45,82,88
00828.jpeg,158,158,ZSU_23_4,56,60,109,107
01288.jpeg,128,129,BRDM_2,38,52,81,92
00196.jpeg,128,128,BTR60,39,41,94,92
01291.jpeg,128,129,BRDM_2,32,46,93,88
00831.jpeg,158,158,ZSU_23_4,46,56,115,107
00825.jpeg,158,158,ZSU_23_4,50,46,103,111
01285.jpeg,128,129,BRDM_2,34,48,91,86
00819.jpeg,158,158,ZSU_23_4,44,52,115,103
01252.jpeg,128,129,BRDM_2,26,28,89,96
01534.jpeg,128,128,BTR70,35,45,90,90
01520.jpeg,128,128,BTR70,35,35,86,92
02029.jpeg,158,158,2S1,44,56,109,103
01246.jpeg,128,129,BRDM_2,38,50,81,88
00158.jpeg,128,128,BTR60,41,37,82,98
00170.jpeg,128,128,BTR60,31,41,94,82
00616.jpeg,128,128,T72,39,45,84,94
01508.jpeg,128,128,BTR70,35,51,78,92
02001.jpeg,158,158,2S1,42,58,113,103
02015.jpeg,158,158,2S1,50,46,109,109
00602.jpeg,128,128,T72,33,49,96,92
00164.jpeg,128,128,BTR60,35,41,88,92
01093.jpeg,128,129,BRDM_2,30,50,89,90
01087.jpeg,128,129,BRDM_2,32,52,77,90
00399.jpeg,172,173,T62,51,54,120,118
01939.jpeg,158,158,2S1,46,52,115,113
01911.jpeg,177,178,D7,57,52,117,117
01905.jpeg,177,178,D7,53,56,117,117
01736.jpeg,177,178,D7,57,56,113,119
00428.jpeg,172,173,T62,50,62,118,116
02559.jpeg,192,193,ZIL131,59,60,128,132
01050.jpeg,158,158,ZSU_23_4,46,52,111,103
01044.jpeg,158,158,ZSU_23_4,46,56,111,101
01722.jpeg,177,178,D7,55,58,123,113
02203.jpeg,158,158,2S1,46,52,111,109
00414.jpeg,172,173,T62,50,58,120,110
00372.jpeg,172,173,T62,53,54,116,122
02565.jpeg,192,193,ZIL131,61,72,122,132
02571.jpeg,192,193,ZIL131,63,62,128,128
00366.jpeg,172,173,T62,51,58,121,110
01078.jpeg,158,158,ZSU_23_4,52,56,103,105
00400.jpeg,172,173,T62,59,60,114,118
02217.jpeg,128,128,BMP2,39,49,86,96
02388.jpeg,128,128,BMP2,39,45,92,88
01681.jpeg,177,178,D7,49,56,119,115
01859.jpeg,177,178,D7,57,58,117,117
01695.jpeg,177,178,D7,51,62,123,117
01865.jpeg,177,178,D7,59,56,115,119
01871.jpeg,177,178,D7,57,60,125,115
01642.jpeg,177,178,D7,51,58,123,113
01124.jpeg,128,129,BRDM_2,36,42,97,82
01130.jpeg,128,129,BRDM_2,36,48,93,88
02439.jpeg,128,128,BMP2,41,39,86,92
00548.jpeg,172,173,T62,51,54,120,118
01656.jpeg,177,178,D7,53,56,119,115
02377.jpeg,128,128,BMP2,35,49,94,88
00560.jpeg,128,128,T72,31,49,92,94
01118.jpeg,128,129,BRDM_2,36,42,87,92
00206.jpeg,128,128,BTR60,41,51,82,96
02411.jpeg,128,128,BMP2,33,43,82,86
02405.jpeg,128,128,BMP2,35,41,92,84
00212.jpeg,128,128,BTR60,35,39,92,88
00574.jpeg,128,128,T72,41,47,86,94
02363.jpeg,128,128,BMP2,33,49,90,88
01483.jpeg,128,128,BTR70,37,37,86,94
00945.jpeg,158,158,ZSU_23_4,50,50,107,107
00789.jpeg,158,158,ZSU_23_4,44,58,111,107
01497.jpeg,128,128,BTR70,35,37,90,92
00951.jpeg,158,158,ZSU_23_4,52,50,103,111
00979.jpeg,158,158,ZSU_23_4,48,58,113,107
00038.jpeg,128,128,BTR60,41,41,90,94
01326.jpeg,128,129,BRDM_2,30,26,97,96
02149.jpeg,158,158,2S1,44,56,115,109
01440.jpeg,128,128,BTR70,39,55,80,94
00986.jpeg,158,158,ZSU_23_4,46,60,111,107
01454.jpeg,128,128,BTR70,39,35,88,94
00992.jpeg,158,158,ZSU_23_4,44,54,109,101
01332.jpeg,128,129,BRDM_2,46,54,83,90
02613.jpeg,192,193,ZIL131,63,64,124,128
00004.jpeg,128,128,BTR60,37,37,90,84
00762.jpeg,128,128,T72,41,45,88,92
02175.jpeg,158,158,2S1,46,50,107,107
02161.jpeg,158,158,2S1,56,66,105,111
01468.jpeg,128,128,BTR70,33,43,92,88
00776.jpeg,128,128,T72,33,43,94,84
00010.jpeg,128,128,BTR60,33,35,92,82
02607.jpeg,192,193,ZIL131,57,62,124,136
00777.jpeg,128,128,T72,39,45,84,94
01469.jpeg,128,128,BTR70,41,53,80,92
02160.jpeg,158,158,2S1,54,48,109,109
02606.jpeg,192,193,ZIL131,59,60,128,132
00011.jpeg,128,128,BTR60,35,39,86,92
00005.jpeg,128,128,BTR60,41,45,84,90
02612.jpeg,192,193,ZIL131,57,68,141,122
02174.jpeg,158,158,2S1,50,46,107,111
00763.jpeg,128,128,T72,31,45,92,88
00993.jpeg,158,158,ZSU_23_4,50,48,107,107
01455.jpeg,128,128,BTR70,31,47,94,84
01333.jpeg,128,129,BRDM_2,34,52,79,90
01327.jpeg,128,129,BRDM_2,34,46,91,88
00039.jpeg,128,128,BTR60,41,41,90,94
00987.jpeg,158,158,ZSU_23_4,52,48,105,111
01441.jpeg,128,128,BTR70,35,45,92,92
02148.jpeg,158,158,2S1,48,60,115,103
00978.jpeg,158,158,ZSU_23_4,46,52,111,105
00950.jpeg,158,158,ZSU_23_4,50,50,107,109
01496.jpeg,128,128,BTR70,33,53,94,90
00788.jpeg,158,158,ZSU_23_4,46,58,109,107
00944.jpeg,158,158,ZSU_23_4,42,58,109,107
01482.jpeg,128,128,BTR70,35,43,92,94
00213.jpeg,128,128,BTR60,35,41,96,86
02404.jpeg,128,128,BMP2,35,43,92,90
02362.jpeg,128,128,BMP2,33,47,94,86
00575.jpeg,128,128,T72,31,41,92,84
00561.jpeg,128,128,T72,35,45,96,88
02376.jpeg,128,128,BMP2,33,45,96,84
02410.jpeg,128,128,BMP2,45,51,92,92
00207.jpeg,128,128,BTR60,33,41,88,90
01119.jpeg,128,129,BRDM_2,34,48,89,88
02438.jpeg,128,128,BMP2,33,47,96,90
01131.jpeg,128,129,BRDM_2,34,38,91,84
01657.jpeg,177,178,D7,59,56,115,115
00549.jpeg,172,173,T62,55,50,118,116
01643.jpeg,177,178,D7,59,56,115,117
01125.jpeg,128,129,BRDM_2,30,52,87,88
01870.jpeg,177,178,D7,57,58,117,117
01864.jpeg,177,178,D7,57,60,117,115
01694.jpeg,177,178,D7,53,58,119,117
01858.jpeg,177,178,D7,49,58,119,115
01680.jpeg,177,178,D7,57,58,113,119
02389.jpeg,128,128,BMP2,35,45,94,90
01079.jpeg,158,158,ZSU_23_4,46,58,111,109
00367.jpeg,172,173,T62,50,56,120,112
02570.jpeg,192,193,ZIL131,56,74,120,136
02216.jpeg,128,128,BMP2,45,51,90,92
00401.jpeg,172,173,T62,48,60,120,118
00415.jpeg,172,173,T62,50,60,120,114
02202.jpeg,158,158,2S1,46,48,109,111
02564.jpeg,192,193,ZIL131,54,68,130,128
00373.jpeg,172,173,T62,51,54,116,120
01045.jpeg,158,158,ZSU_23_4,46,58,111,109
01723.jpeg,177,178,D7,57,52,119,119
00429.jpeg,172,173,T62,55,50,118,118
01737.jpeg,177,178,D7,57,58,113,117
01051.jpeg,158,158,ZSU_23_4,46,54,109,109
02558.jpeg,192,193,ZIL131,54,68,134,124
01904.jpeg,177,178,D7,57,64,123,113
01910.jpeg,177,178,D7,55,54,117,115
00398.jpeg,172,173,T62,51,54,120,116
01086.jpeg,128,129,BRDM_2,38,48,83,90
01938.jpeg,158,158,2S1,50,46,105,111
01092.jpeg,128,129,BRDM_2,40,48,83,88
00603.jpeg,128,128,T72,31,45,94,86
02014.jpeg,158,158,2S1,38,56,111,105
00165.jpeg,128,128,BTR60,33,43,94,84
00171.jpeg,128,128,BTR60,45,47,88,96
02000.jpeg,158,158,2S1,46,54,115,109
01509.jpeg,128,128,BTR70,41,53,82,94
00617.jpeg,128,128,T72,35,45,92,90
02028.jpeg,158,158,2S1,44,58,113,107
01521.jpeg,128,128,BTR70,43,61,84,100
00159.jpeg,128,128,BTR60,39,37,84,88
01247.jpeg,128,129,BRDM_2,36,46,95,82
01253.jpeg,128,129,BRDM_2,50,44,93,84
01535.jpeg,128,128,BTR70,39,37,90,94
00818.jpeg,158,158,ZSU_23_4,46,54,111,103
00824.jpeg,158,158,ZSU_23_4,46,60,111,109
01284.jpeg,128,129,BRDM_2,26,22,109,104
01290.jpeg,128,129,BRDM_2,34,42,93,90
00830.jpeg,158,158,ZSU_23_4,48,54,111,107
00198.jpeg,128,128,BTR60,33,39,94,80
01286.jpeg,128,129,BRDM_2,38,52,79,88
00826.jpeg,158,158,ZSU_23_4,44,54,107,101
00832.jpeg,158,158,ZSU_23_4,52,48,109,109
01292.jpeg,128,129,BRDM_2,36,38,89,88
01245.jpeg,128,129,BRDM_2,48,54,87,92
01523.jpeg,128,128,BTR70,33,39,92,88
00629.jpeg,128,128,T72,41,45,88,92
01537.jpeg,128,128,BTR70,35,45,90,90
01251.jpeg,128,129,BRDM_2,38,48,77,88
01279.jpeg,128,129,BRDM_2,32,40,91,84
00167.jpeg,128,128,BTR60,39,41,92,94
02016.jpeg,158,158,2S1,42,54,113,107
00601.jpeg,128,128,T72,35,47,102,90
00615.jpeg,128,128,T72,35,43,92,94
02002.jpeg,158,158,2S1,42,58,111,105
00173.jpeg,128,128,BTR60,41,45,90,94
01084.jpeg,158,158,ZSU_23_4,50,48,107,107
01090.jpeg,128,129,BRDM_2,42,46,83,90
02599.jpeg,192,193,ZIL131,63,64,126,130
01906.jpeg,177,178,D7,59,50,117,119
01912.jpeg,177,178,D7,49,54,119,115
02228.jpeg,128,128,BMP2,37,41,90,94
01721.jpeg,177,178,D7,55,52,115,117
00359.jpeg,172,173,T62,51,58,118,120
01047.jpeg,158,158,ZSU_23_4,46,52,111,105
01053.jpeg,158,158,ZSU_23_4,48,48,105,109
01735.jpeg,177,178,D7,49,58,119,115
00403.jpeg,172,173,T62,53,50,116,118
02214.jpeg,128,128,BMP2,35,41,86,90
02572.jpeg,192,193,ZIL131,69,80,128,134
00365.jpeg,172,173,T62,51,54,120,114
00371.jpeg,172,173,T62,50,58,120,110
02566.jpeg,192,193,ZIL131,56,72,122,134
02200.jpeg,158,158,2S1,46,54,115,109
01709.jpeg,177,178,D7,55,56,125,117
00417.jpeg,172,173,T62,53,50,114,120
01696.jpeg,177,178,D7,39,54,119,121
00588.jpeg,128,128,T72,35,39,84,94
01682.jpeg,177,178,D7,59,58,113,119
01872.jpeg,177,178,D7,57,56,113,121
01866.jpeg,177,178,D7,55,58,117,117
01655.jpeg,177,178,D7,49,60,117,117
01133.jpeg,128,129,BRDM_2,36,52,81,94
01127.jpeg,128,129,BRDM_2,36,36,93,88
00239.jpeg,128,128,BTR60,31,43,92,84
01899.jpeg,177,178,D7,51,58,121,113
01641.jpeg,177,178,D7,55,58,123,113
02348.jpeg,128,128,BMP2,33,43,78,88
00577.jpeg,128,128,T72,31,45,94,84
01669.jpeg,177,178,D7,55,60,125,113
02360.jpeg,128,128,BMP2,35,47,82,88
02406.jpeg,128,128,BMP2,43,53,84,94
00211.jpeg,128,128,BTR60,41,37,84,98
00205.jpeg,128,128,BTR60,33,41,90,90
02412.jpeg,128,128,BMP2,37,43,90,88
02374.jpeg,128,128,BMP2,41,47,82,94
00563.jpeg,128,128,T72,31,45,92,90
01494.jpeg,128,128,BTR70,33,47,92,92
00952.jpeg,158,158,ZSU_23_4,46,52,109,107
01480.jpeg,128,128,BTR70,33,47,92,90
00946.jpeg,158,158,ZSU_23_4,46,54,107,109
02189.jpeg,158,158,2S1,50,46,109,109
02638.jpeg,192,193,ZIL131,57,72,137,120
01331.jpeg,128,129,BRDM_2,38,44,93,84
01457.jpeg,128,128,BTR70,33,43,94,86
00991.jpeg,158,158,ZSU_23_4,48,50,109,109
00749.jpeg,128,128,T72,33,45,94,92
01443.jpeg,128,128,BTR70,31,41,90,90
00985.jpeg,158,158,ZSU_23_4,54,58,107,109
01325.jpeg,128,129,BRDM_2,34,42,89,82
00013.jpeg,128,128,BTR60,37,41,90,90
02604.jpeg,192,193,ZIL131,69,72,128,134
02162.jpeg,158,158,2S1,44,62,113,103
00775.jpeg,128,128,T72,29,43,92,88
00761.jpeg,128,128,T72,39,41,90,94
02176.jpeg,158,158,2S1,44,64,97,111
02610.jpeg,192,193,ZIL131,54,70,132,124
00007.jpeg,128,128,BTR60,33,43,94,86
01319.jpeg,128,129,BRDM_2,32,48,91,88
02177.jpeg,158,158,2S1,44,56,109,103
00760.jpeg,128,128,T72,33,47,94,94
01318.jpeg,128,129,BRDM_2,32,38,93,84
00006.jpeg,128,128,BTR60,37,35,84,86
02611.jpeg,192,193,ZIL131,61,70,132,128
02605.jpeg,192,193,ZIL131,57,60,130,130
00012.jpeg,128,128,BTR60,41,47,82,90
00774.jpeg,128,128,T72,33,43,92,88
02163.jpeg,158,158,2S1,52,66,101,111
00984.jpeg,158,158,ZSU_23_4,46,58,109,109
